ProjKey,PrimaryKey,DateVisted,EcoSiteID,MLRADesc,MLRASym,ObjectID_LDCpoint,ObjectID_CountOverlapping,ldc_count,Latitude,Longitude,BareSoil,AnnForbC,AnnGramC,ForbC,AnnFGC,GramC,PerForbC,PerGramC,ShrubC,CyanoC,DepstSoilC,DuffC,EmbLitC,HerbLitC,LichenC,MossC,RockC,TotLitC,VagrtLichC,WaterC,WoodyLitC,Gap25_50,Gap51_100,Gap101_200,Gap200plus,Gap25plus,ForbHgt,GramHgt,HerbHgt,PForbHgt,PFbGrHgt,PGramHgt,WoodyHgt,TotProd,BareGrd,BioInt,Compact,DeadProp,FuncGrp,Gullies,HydFn,InvasPl,LitAmt,LitMov,Pedestals,CommComp,PerRepro,Rills,SoilSS,SoilLoss,SoilEroRes,WatFlow,WindScd,SoilSurf,SoilProt,SoilUnp,EcoLvl1,EcoLvl2,EcoLvl3,EcoLvl4,State,MODISName,DBKey,DateLoad,TotHorizFl,TotVertFlx,PM25Flux,PM10Flux,LTPrecip,LTRunoff,LTSedYield,LTSoilLoss
BLM_AIM,14041416044431512014-03-01,2014-03-25,R024XY005NV,Humboldt Basin and Range Area,24,2496,34497,2,41.73422492,-118.24907853,62.6666666666667,2,8,2.66666666666667,10,8,0.666666666666667,0,0,0,0,0,0,14.6666666666667,0,0,12,14.6666666666667,0,0,0,5.51,4.25,14.07,70.21,94.04,11.5,14.8571428571429,13.2962962962963,22,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH AMERICAN DESERTS,COLD DESERTS,Central Basin and Range,Upper Lahontan Basin,NV,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,23.7201047079834,1.1605306528085e-4,3.9980148273900004e-06,5.059020613124e-5,215,3,0,0
BLM_AIM,14041416044431512014-09-01,2014-03-25,R024XY005NV,Humboldt Basin and Range Area,24,2497,34497,2,41.73422492,-118.24907853,52,10.6666666666667,16,10.6666666666667,24.6666666666667,16,0,0,0,0,0,0,0,8.66666666666667,0,0,14.6666666666667,8.66666666666667,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH AMERICAN DESERTS,COLD DESERTS,Central Basin and Range,Upper Lahontan Basin,NV,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,215,3,0,0
BLM_AIM,14041414345086052014-03-01,2014-03-25,R024XY014NV,Humboldt Basin and Range Area,24,2494,34969,2,41.80444964,-118.2746012,40,6.66666666666667,21.3333333333333,6.66666666666667,27.3333333333333,24,0,3.33333333333333,0,0,0,0,0,24.6666666666667,0,0,5.33333333333333,24.6666666666667,0,0,0,11.28,17.36,34.4,21.19,84.23,26.4,18,20.2333333333333,NA,13.5,13.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH AMERICAN DESERTS,COLD DESERTS,Central Basin and Range,Upper Lahontan Basin,NV,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,3.87536412947689,7.64634318237e-6,0,3.3331199113e-6,215,4,0,0
BLM_AIM,14041414345086052014-09-01,2014-03-25,R024XY014NV,Humboldt Basin and Range Area,24,2495,34969,2,41.80444964,-118.2746012,24.6666666666667,12,27.3333333333333,14,38,29.3333333333333,2,2,0,0,0,0,0,20.6666666666667,0,0,13.3333333333333,20.6666666666667,0,0,0,11.28,17.36,34.4,21.19,84.23,20,17.75,18.2,NA,17.75,17.75,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH AMERICAN DESERTS,COLD DESERTS,Central Basin and Range,Upper Lahontan Basin,NV,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,2.80160192567318,6.09689226611e-6,0,2.65764094817e-6,215,4,0,0
BLM_AIM,14041413523835312014-03-01,2014-03-25,UNKNOWN,Humboldt Basin and Range Area,24,2492,35036,2,41.81083486,-118.27058645,45.3333333333333,1.33333333333333,24,1.33333333333333,24.6666666666667,24.6666666666667,0,0.666666666666667,0,0,0,0,0,25.3333333333333,0,0,4,25.3333333333333,0,0,0,10.53,24.91,27.17,21.49,84.1,NA,17.9,19.1,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH AMERICAN DESERTS,COLD DESERTS,Central Basin and Range,Upper Lahontan Basin,NV,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,4.29182290570844,8.56608630348e-6,0,3.73418635751e-6,215,1,0,0
BLM_AIM,14041413523835312014-09-01,2014-03-25,UNKNOWN,Humboldt Basin and Range Area,24,2493,35036,2,41.81083486,-118.27058645,18.6666666666667,6.66666666666667,36.6666666666667,7.33333333333333,40,36.6666666666667,0.666666666666667,0,0.666666666666667,0,0,0,0,17.3333333333333,0,0,22.6666666666667,17.3333333333333,0,0,0,10.53,24.91,27.17,21.49,84.1,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH AMERICAN DESERTS,COLD DESERTS,Central Basin and Range,Upper Lahontan Basin,NV,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,1.3881348011421102,2.25870478743e-6,0,0,215,1,0,0
USGS_PostFirePP,18062512562928632019-06-28,2019-06-28,UNKNOWN,Central Rocky and Blue Mountain Foothills,10,12766,45274,164,43,-116,0,0,2,14,2,100,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Idaho Batholith,Foothill Shrublands-Grasslands,ID,Grasslands,BRWMA paired plots dbase 2020-03-11_reclassifiedNPs,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
USGS_PostFirePP,18062515554363632019-06-28,2019-06-28,UNKNOWN,Central Rocky and Blue Mountain Foothills,10,12777,45274,164,43,-116,0,0,0,10,0,100,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Idaho Batholith,Foothill Shrublands-Grasslands,ID,Grasslands,BRWMA paired plots dbase 2020-03-11_reclassifiedNPs,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
USGS_PostFirePP,18062616073289522019-06-28,2019-06-28,UNKNOWN,Central Rocky and Blue Mountain Foothills,10,12807,45274,164,43,-116,0,0,0,2,0,100,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Idaho Batholith,Foothill Shrublands-Grasslands,ID,Grasslands,BRWMA paired plots dbase 2020-03-11_reclassifiedNPs,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
USGS_PostFirePP,18062708501796102019-06-28,2019-06-28,UNKNOWN,Central Rocky and Blue Mountain Foothills,10,12813,45274,164,43,-116,4,24,30,42,52,54,28,40,0,0,0,0,4,14,0,0,0,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Idaho Batholith,Foothill Shrublands-Grasslands,ID,Grasslands,BRWMA paired plots dbase 2020-03-11_reclassifiedNPs,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
USGS_PostFirePP,18062710081214652019-06-28,2019-06-28,UNKNOWN,Central Rocky and Blue Mountain Foothills,10,12823,45274,164,43,-116,6,8,44,20,46,74,16,46,2,0,0,0,0,16,0,0,0,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Idaho Batholith,Foothill Shrublands-Grasslands,ID,Grasslands,BRWMA paired plots dbase 2020-03-11_reclassifiedNPs,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
UI_RRCR_Indaziflam,102C2022-06-10,2022-06-10,NA,Central Rocky and Blue Mountain Foothills,10,142,45275,58,43,-114,0,39,60,60,77,74,30,25,55,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Idaho Batholith,Foothill Shrublands-Grasslands,ID,Grasslands,Harrison_dissertation_lpi_with_coords,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
UI_RRCR_Indaziflam,104T2022-06-10,2022-06-10,NA,Central Rocky and Blue Mountain Foothills,10,152,45275,58,43,-114,14,5,0,46,6,34,42,33,34,0,1,0,0,6,0,0,2,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Idaho Batholith,Foothill Shrublands-Grasslands,ID,Grasslands,Harrison_dissertation_lpi_with_coords,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
UI_RRCR_Indaziflam,204C2022-06-10,2022-06-10,NA,Central Rocky and Blue Mountain Foothills,10,40332,45275,58,43,-114,2,10,31,38,38,70,30,50,55,0,3,0,0,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Idaho Batholith,Foothill Shrublands-Grasslands,ID,Grasslands,Harrison_dissertation_lpi_with_coords,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
BLM_BFO_BeartrapRX,20073014214186972023-07-20,2023-07-20,UNKNOWN,Central Rocky Mountains,43B,20044,45276,6,43,-107,4,4,0,30,4,74,26,74,46,0,0,0,0,4,0,0,0,6,0,0,2,NA,NA,NA,NA,NA,19,41,28,19,29,41,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Middle Rockies,Dry Mid-elevation Sedimentary Mountains,WY,Grasslands,BeartrapRXDIMA,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
BLM_BFO_BeartrapRX,20073014552923582023-07-20,2023-07-20,UNKNOWN,Central Rocky Mountains,43B,20047,45276,6,43,-107,4,4,0,26,4,66,24,66,8,0,0,0,0,8,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,17,32,25,17,25,32,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Middle Rockies,Dry Mid-elevation Sedimentary Mountains,WY,Grasslands,BeartrapRXDIMA,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
BLM_BFO_BeartrapRX,20073015473969452023-07-20,2023-07-20,UNKNOWN,Central Rocky Mountains,43B,20051,45276,6,43,-107,2,2,0,28,2,82,26,82,46,0,0,0,0,2,0,0,0,6,0,0,4,NA,NA,NA,NA,NA,20,32,27,20,27,32,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Middle Rockies,Dry Mid-elevation Sedimentary Mountains,WY,Grasslands,BeartrapRXDIMA,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18081415405661142019-09-01,2018-07-23,R058BY122WY,Central Rocky Mountains,43B,14176,48648,2,43.525064,-106.837083,4.66666666666667,6.66666666666667,0,9.33333333333333,6.66666666666667,71.3333333333333,2.66666666666667,71.3333333333333,8.66666666666667,0,0,0,0,14.6666666666667,3.33333333333333,0,0.666666666666667,14.6666666666667,0,0,0,1.83,0,0,0,1.83,8.91666666666667,34.6,34.6,8.91666666666667,27.2619047619048,34.6,15.7916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27777777777778,5.29411764705882,5,NORTH AMERICAN DESERTS,COLD DESERTS,Wyoming Basin,Foothill Shrublands and Low Mountains,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
